TCGA-75-5146,(232, 7, 7, 2048)
TCGA-97-7546,(9810, 7, 7, 2048)
TCGA-55-7911,(3270, 7, 7, 2048)
TCGA-55-8511,(581, 7, 7, 2048)
TCGA-44-5644,(530, 7, 7, 2048)
TCGA-55-8512,(1090, 7, 7, 2048)
TCGA-75-5125,(1090, 7, 7, 2048)
TCGA-38-4626,(580, 7, 7, 2048)
TCGA-49-6742,(32700, 7, 7, 2048)
TCGA-44-6144,(1090, 7, 7, 2048)
TCGA-75-6212,(2180, 7, 7, 2048)
TCGA-44-8119,(905, 7, 7, 2048)
TCGA-69-7764,(1090, 7, 7, 2048)
TCGA-38-4631,(240, 7, 7, 2048)
TCGA-38-A44F,(1090, 7, 7, 2048)
TCGA-83-5908,(10900, 7, 7, 2048)
TCGA-L4-A4E6,(9810, 7, 7, 2048)
TCGA-44-5643,(5450, 7, 7, 2048)
TCGA-86-8279,(15260, 7, 7, 2048)
TCGA-55-7724,(1090, 7, 7, 2048)
TCGA-73-4662,(1089, 7, 7, 2048)
TCGA-73-A9RS,(16350, 7, 7, 2048)
TCGA-L9-A5IP,(8720, 7, 7, 2048)
TCGA-J2-8194,(3270, 7, 7, 2048)
TCGA-NJ-A4YI,(26160, 7, 7, 2048)
TCGA-55-8299,(1090, 7, 7, 2048)
TCGA-75-6211,(1090, 7, 7, 2048)
TCGA-78-7149,(1090, 7, 7, 2048)
TCGA-55-6987,(1029, 7, 7, 2048)
TCGA-55-6980,(471, 7, 7, 2048)
TCGA-91-6835,(1090, 7, 7, 2048)
TCGA-86-8585,(11990, 7, 7, 2048)
TCGA-62-8398,(2180, 7, 7, 2048)
TCGA-MP-A4T4,(6540, 7, 7, 2048)
TCGA-93-A4JP,(2180, 7, 7, 2048)
TCGA-S2-AA1A,(23980, 7, 7, 2048)
TCGA-50-5066,(6540, 7, 7, 2048)
TCGA-05-4398,(568, 7, 7, 2048)
TCGA-97-A4M6,(17440, 7, 7, 2048)
TCGA-75-6214,(1090, 7, 7, 2048)
TCGA-L4-A4E5,(700, 7, 7, 2048)
TCGA-55-A48X,(1090, 7, 7, 2048)
TCGA-44-6774,(3270, 7, 7, 2048)
TCGA-05-5423,(983, 7, 7, 2048)
TCGA-05-4244,(2180, 7, 7, 2048)
TCGA-05-4382,(723, 7, 7, 2048)
TCGA-97-A4M2,(7630, 7, 7, 2048)
TCGA-44-6777,(4360, 7, 7, 2048)
TCGA-86-8055,(23980, 7, 7, 2048)
TCGA-55-6982,(2180, 7, 7, 2048)
TCGA-55-A4DF,(2180, 7, 7, 2048)
TCGA-55-8096,(2180, 7, 7, 2048)
TCGA-50-5930,(4360, 7, 7, 2048)
TCGA-J2-8192,(1090, 7, 7, 2048)
TCGA-67-3774,(1090, 7, 7, 2048)
TCGA-05-4426,(741, 7, 7, 2048)
TCGA-71-8520,(4360, 7, 7, 2048)
TCGA-97-7553,(6540, 7, 7, 2048)
TCGA-MP-A4TD,(2180, 7, 7, 2048)
TCGA-95-A4VN,(16350, 7, 7, 2048)
TCGA-97-8171,(383, 7, 7, 2048)
TCGA-55-A492,(10900, 7, 7, 2048)
TCGA-05-4430,(5450, 7, 7, 2048)
TCGA-49-AAR0,(412, 7, 7, 2048)
TCGA-55-A57B,(1090, 7, 7, 2048)
TCGA-L9-A443,(21800, 7, 7, 2048)
TCGA-95-7567,(14170, 7, 7, 2048)
TCGA-44-3396,(1090, 7, 7, 2048)
TCGA-44-6775,(2180, 7, 7, 2048)
TCGA-05-4420,(3270, 7, 7, 2048)
TCGA-93-A4JO,(1090, 7, 7, 2048)
TCGA-69-7974,(5450, 7, 7, 2048)
TCGA-55-A4DG,(1090, 7, 7, 2048)
TCGA-67-4679,(252, 7, 7, 2048)
TCGA-55-8506,(1067, 7, 7, 2048)
TCGA-05-5428,(619, 7, 7, 2048)
TCGA-44-7672,(347, 7, 7, 2048)
TCGA-64-5781,(728, 7, 7, 2048)
TCGA-NJ-A4YP,(11990, 7, 7, 2048)
TCGA-O1-A52J,(14170, 7, 7, 2048)
TCGA-44-2656,(496, 7, 7, 2048)
TCGA-53-7813,(1090, 7, 7, 2048)
TCGA-62-8402,(908, 7, 7, 2048)
TCGA-78-7633,(1090, 7, 7, 2048)
TCGA-35-4122,(836, 7, 7, 2048)
TCGA-69-8253,(417, 7, 7, 2048)
TCGA-05-4422,(3270, 7, 7, 2048)
TCGA-78-7535,(1090, 7, 7, 2048)
TCGA-86-8358,(9810, 7, 7, 2048)
TCGA-MP-A4T7,(2180, 7, 7, 2048)
TCGA-86-8056,(4360, 7, 7, 2048)
TCGA-55-6642,(1090, 7, 7, 2048)
TCGA-49-AAR9,(1090, 7, 7, 2048)
TCGA-86-8074,(16350, 7, 7, 2048)
TCGA-75-7027,(1090, 7, 7, 2048)
TCGA-50-8460,(1090, 7, 7, 2048)
TCGA-L9-A444,(19620, 7, 7, 2048)
TCGA-91-8497,(1090, 7, 7, 2048)
TCGA-05-4249,(405, 7, 7, 2048)
TCGA-44-7669,(3270, 7, 7, 2048)
TCGA-71-6725,(13080, 7, 7, 2048)
TCGA-55-8092,(1090, 7, 7, 2048)
TCGA-73-4666,(1090, 7, 7, 2048)
TCGA-49-6761,(1090, 7, 7, 2048)
TCGA-78-7159,(1090, 7, 7, 2048)
TCGA-55-8090,(1090, 7, 7, 2048)
TCGA-55-7227,(3270, 7, 7, 2048)
TCGA-78-7145,(1090, 7, 7, 2048)
TCGA-75-7031,(777, 7, 7, 2048)
TCGA-78-7158,(2180, 7, 7, 2048)
TCGA-49-4507,(450, 7, 7, 2048)
TCGA-55-6978,(549, 7, 7, 2048)
TCGA-49-AARO,(881, 7, 7, 2048)
TCGA-86-A4D0,(15260, 7, 7, 2048)
TCGA-NJ-A4YQ,(25070, 7, 7, 2048)
TCGA-86-7714,(6540, 7, 7, 2048)
TCGA-78-7143,(1090, 7, 7, 2048)
TCGA-91-8499,(1090, 7, 7, 2048)
TCGA-86-7953,(22890, 7, 7, 2048)
TCGA-55-7816,(1090, 7, 7, 2048)
TCGA-55-6983,(775, 7, 7, 2048)
TCGA-53-7624,(7630, 7, 7, 2048)
TCGA-L9-A7SV,(14170, 7, 7, 2048)
TCGA-55-8620,(729, 7, 7, 2048)
TCGA-69-8255,(14170, 7, 7, 2048)
TCGA-62-A46Y,(2180, 7, 7, 2048)
TCGA-97-A4M3,(26160, 7, 7, 2048)
TCGA-49-AAR3,(5450, 7, 7, 2048)
TCGA-75-6207,(1011, 7, 7, 2048)
TCGA-50-5068,(30520, 7, 7, 2048)
TCGA-NJ-A4YF,(24000, 7, 7, 2048)
TCGA-91-6830,(1090, 7, 7, 2048)
TCGA-78-7163,(1090, 7, 7, 2048)
TCGA-78-8648,(619, 7, 7, 2048)
TCGA-55-6979,(5450, 7, 7, 2048)
TCGA-80-5608,(792, 7, 7, 2048)
TCGA-62-8395,(1090, 7, 7, 2048)
TCGA-35-5375,(7630, 7, 7, 2048)
TCGA-44-6778,(1090, 7, 7, 2048)
TCGA-86-8281,(4360, 7, 7, 2048)
TCGA-MP-A4T6,(22890, 7, 7, 2048)
TCGA-55-8085,(433, 7, 7, 2048)
TCGA-97-A4M5,(5450, 7, 7, 2048)
TCGA-97-7547,(16350, 7, 7, 2048)
TCGA-44-6145,(1090, 7, 7, 2048)
TCGA-49-4486,(302, 7, 7, 2048)
TCGA-62-8399,(1032, 7, 7, 2048)
TCGA-05-5429,(173, 7, 7, 2048)
TCGA-80-5607,(1090, 7, 7, 2048)
TCGA-86-A4P8,(1090, 7, 7, 2048)
TCGA-91-8496,(336, 7, 7, 2048)
TCGA-55-7281,(1090, 7, 7, 2048)
TCGA-05-4424,(255, 7, 7, 2048)
TCGA-44-3919,(783, 7, 7, 2048)
TCGA-67-3772,(276, 7, 7, 2048)
TCGA-78-7537,(1090, 7, 7, 2048)
TCGA-55-7994,(968, 7, 7, 2048)
TCGA-69-A59K,(14170, 7, 7, 2048)
TCGA-75-7025,(659, 7, 7, 2048)
TCGA-55-8514,(8720, 7, 7, 2048)
TCGA-44-4112,(2180, 7, 7, 2048)
TCGA-55-8094,(1090, 7, 7, 2048)
TCGA-05-4425,(530, 7, 7, 2048)
TCGA-55-7914,(397, 7, 7, 2048)
TCGA-49-6767,(1090, 7, 7, 2048)
TCGA-49-4490,(672, 7, 7, 2048)
TCGA-35-4123,(6540, 7, 7, 2048)
TCGA-55-1594,(1090, 7, 7, 2048)
TCGA-44-8117,(3270, 7, 7, 2048)
TCGA-05-4397,(5450, 7, 7, 2048)
TCGA-44-3918,(1055, 7, 7, 2048)
TCGA-95-8494,(20710, 7, 7, 2048)
TCGA-MP-A4T9,(2180, 7, 7, 2048)
TCGA-MP-A4SV,(3270, 7, 7, 2048)
TCGA-93-A4JQ,(912, 7, 7, 2048)
TCGA-44-3917,(1090, 7, 7, 2048)
TCGA-05-4402,(6540, 7, 7, 2048)
TCGA-62-8394,(1090, 7, 7, 2048)
TCGA-55-8204,(367, 7, 7, 2048)
TCGA-MN-A4N1,(19620, 7, 7, 2048)
TCGA-50-5942,(1090, 7, 7, 2048)
TCGA-05-4395,(304, 7, 7, 2048)
TCGA-49-AAR4,(6540, 7, 7, 2048)
TCGA-55-8619,(757, 7, 7, 2048)
TCGA-69-7761,(1037, 7, 7, 2048)
TCGA-73-7499,(11990, 7, 7, 2048)
TCGA-55-7903,(1090, 7, 7, 2048)
TCGA-55-8208,(11990, 7, 7, 2048)
TCGA-78-8660,(29430, 7, 7, 2048)
TCGA-05-4427,(887, 7, 7, 2048)
TCGA-75-5122,(510, 7, 7, 2048)
TCGA-62-A46U,(18530, 7, 7, 2048)
TCGA-50-5933,(7630, 7, 7, 2048)
TCGA-MP-A4TH,(16350, 7, 7, 2048)
TCGA-78-7156,(2180, 7, 7, 2048)
TCGA-86-8669,(14170, 7, 7, 2048)
TCGA-44-A47A,(869, 7, 7, 2048)
TCGA-78-7539,(1090, 7, 7, 2048)
TCGA-MP-A4T8,(17440, 7, 7, 2048)
TCGA-NJ-A55R,(1090, 7, 7, 2048)
TCGA-53-A4EZ,(21800, 7, 7, 2048)
TCGA-55-6970,(10900, 7, 7, 2048)
TCGA-86-8359,(20710, 7, 7, 2048)
TCGA-99-8032,(562, 7, 7, 2048)
TCGA-50-7109,(1090, 7, 7, 2048)
TCGA-44-7667,(4360, 7, 7, 2048)
TCGA-NJ-A4YG,(1090, 7, 7, 2048)
TCGA-55-8302,(1090, 7, 7, 2048)
TCGA-64-1679,(4360, 7, 7, 2048)
TCGA-38-7271,(272, 7, 7, 2048)
TCGA-50-6595,(2180, 7, 7, 2048)
TCGA-55-6968,(6540, 7, 7, 2048)
TCGA-44-8120,(1090, 7, 7, 2048)
TCGA-99-8025,(3270, 7, 7, 2048)
TCGA-50-6594,(2180, 7, 7, 2048)
TCGA-44-A479,(4360, 7, 7, 2048)
TCGA-86-8076,(14170, 7, 7, 2048)
TCGA-MP-A4TF,(1090, 7, 7, 2048)
TCGA-78-7161,(1090, 7, 7, 2048)
TCGA-38-4632,(4360, 7, 7, 2048)
TCGA-95-8039,(1090, 7, 7, 2048)
TCGA-86-8075,(4360, 7, 7, 2048)
TCGA-44-6147,(413, 7, 7, 2048)
TCGA-69-7760,(14170, 7, 7, 2048)
TCGA-44-6148,(1090, 7, 7, 2048)
TCGA-64-1677,(773, 7, 7, 2048)
TCGA-NJ-A55O,(11990, 7, 7, 2048)
TCGA-05-5420,(1035, 7, 7, 2048)
TCGA-97-8174,(567, 7, 7, 2048)
TCGA-MP-A4SY,(13080, 7, 7, 2048)
TCGA-55-6971,(989, 7, 7, 2048)
TCGA-55-8621,(215, 7, 7, 2048)
TCGA-86-A456,(6540, 7, 7, 2048)
TCGA-55-7573,(1090, 7, 7, 2048)
TCGA-MP-A5C7,(9810, 7, 7, 2048)
TCGA-MP-A4TJ,(16350, 7, 7, 2048)
TCGA-64-5778,(755, 7, 7, 2048)
TCGA-55-7726,(1090, 7, 7, 2048)
TCGA-62-8397,(1090, 7, 7, 2048)
TCGA-L9-A8F4,(1090, 7, 7, 2048)
TCGA-75-5126,(294, 7, 7, 2048)
TCGA-44-2664,(294, 7, 7, 2048)
TCGA-91-6828,(583, 7, 7, 2048)
TCGA-91-6849,(2180, 7, 7, 2048)
TCGA-99-8033,(1090, 7, 7, 2048)
TCGA-55-8205,(3270, 7, 7, 2048)
TCGA-55-8510,(943, 7, 7, 2048)
TCGA-44-A47B,(1090, 7, 7, 2048)
TCGA-99-7458,(1087, 7, 7, 2048)
TCGA-49-AAQV,(773, 7, 7, 2048)
TCGA-99-8028,(2180, 7, 7, 2048)
TCGA-91-6847,(1090, 7, 7, 2048)
TCGA-MP-A4TA,(4360, 7, 7, 2048)
TCGA-49-AARN,(1090, 7, 7, 2048)
TCGA-50-5049,(3270, 7, 7, 2048)
TCGA-55-5899,(2180, 7, 7, 2048)
TCGA-MP-A4TC,(3270, 7, 7, 2048)
TCGA-49-AARQ,(10900, 7, 7, 2048)
TCGA-05-4384,(919, 7, 7, 2048)
TCGA-75-6205,(1090, 7, 7, 2048)
TCGA-55-8203,(823, 7, 7, 2048)
TCGA-50-6591,(1090, 7, 7, 2048)
TCGA-44-7670,(7630, 7, 7, 2048)
TCGA-05-5425,(222, 7, 7, 2048)
TCGA-49-AARR,(3270, 7, 7, 2048)
TCGA-49-6745,(919, 7, 7, 2048)
TCGA-86-7711,(5450, 7, 7, 2048)
TCGA-97-8552,(20710, 7, 7, 2048)
TCGA-50-8459,(23980, 7, 7, 2048)
TCGA-93-A4JN,(22890, 7, 7, 2048)
TCGA-95-A4VP,(2180, 7, 7, 2048)
TCGA-86-A4P7,(8720, 7, 7, 2048)
TCGA-50-5045,(10900, 7, 7, 2048)
TCGA-69-8453,(17440, 7, 7, 2048)
TCGA-05-4396,(5450, 7, 7, 2048)
TCGA-55-7725,(1090, 7, 7, 2048)
TCGA-55-6975,(1090, 7, 7, 2048)
TCGA-78-7150,(26160, 7, 7, 2048)
TCGA-49-4512,(22890, 7, 7, 2048)
TCGA-55-8206,(3270, 7, 7, 2048)
TCGA-05-4417,(4360, 7, 7, 2048)
TCGA-55-A491,(506, 7, 7, 2048)
TCGA-49-6743,(1090, 7, 7, 2048)
TCGA-05-4389,(1090, 7, 7, 2048)
TCGA-86-7701,(11990, 7, 7, 2048)
TCGA-55-8513,(3270, 7, 7, 2048)
TCGA-55-1592,(1090, 7, 7, 2048)
TCGA-95-7948,(997, 7, 7, 2048)
TCGA-44-7660,(5450, 7, 7, 2048)
TCGA-69-7979,(14170, 7, 7, 2048)
TCGA-L9-A743,(2180, 7, 7, 2048)
TCGA-64-5815,(884, 7, 7, 2048)
TCGA-55-7574,(3270, 7, 7, 2048)
TCGA-L9-A50W,(19620, 7, 7, 2048)
TCGA-86-8278,(9810, 7, 7, 2048)
TCGA-75-6203,(1090, 7, 7, 2048)
TCGA-55-8614,(4360, 7, 7, 2048)
TCGA-78-8655,(483, 7, 7, 2048)
TCGA-97-7554,(5450, 7, 7, 2048)
TCGA-50-6673,(5450, 7, 7, 2048)
TCGA-44-7662,(1090, 7, 7, 2048)
TCGA-95-7944,(886, 7, 7, 2048)
TCGA-55-7995,(2180, 7, 7, 2048)
TCGA-97-8547,(263, 7, 7, 2048)
TCGA-73-7498,(10900, 7, 7, 2048)
TCGA-55-A494,(956, 7, 7, 2048)
TCGA-73-4675,(17440, 7, 7, 2048)
TCGA-95-7039,(2180, 7, 7, 2048)
TCGA-05-4433,(245, 7, 7, 2048)
TCGA-69-7980,(22890, 7, 7, 2048)
TCGA-73-4658,(576, 7, 7, 2048)
TCGA-55-8097,(373, 7, 7, 2048)
TCGA-73-4668,(240, 7, 7, 2048)
TCGA-55-8207,(336, 7, 7, 2048)
TCGA-97-7941,(26160, 7, 7, 2048)
TCGA-55-7910,(2180, 7, 7, 2048)
TCGA-55-8301,(422, 7, 7, 2048)
TCGA-78-7166,(1090, 7, 7, 2048)
TCGA-78-7152,(1090, 7, 7, 2048)
TCGA-49-4506,(20710, 7, 7, 2048)
TCGA-05-4390,(1090, 7, 7, 2048)
TCGA-44-7659,(3270, 7, 7, 2048)
TCGA-49-4514,(14170, 7, 7, 2048)
TCGA-55-A490,(356, 7, 7, 2048)
TCGA-NJ-A55A,(11990, 7, 7, 2048)
TCGA-55-7727,(429, 7, 7, 2048)
TCGA-55-8508,(605, 7, 7, 2048)
TCGA-44-2668,(1090, 7, 7, 2048)
TCGA-93-8067,(21800, 7, 7, 2048)
TCGA-86-8673,(19620, 7, 7, 2048)
TCGA-69-7765,(1090, 7, 7, 2048)
TCGA-49-4487,(427, 7, 7, 2048)
TCGA-MP-A4TE,(3270, 7, 7, 2048)
TCGA-44-2659,(293, 7, 7, 2048)
TCGA-44-A4SU,(5450, 7, 7, 2048)
TCGA-55-7907,(361, 7, 7, 2048)
TCGA-97-A4M1,(5450, 7, 7, 2048)
TCGA-86-8672,(14170, 7, 7, 2048)
TCGA-91-7771,(1039, 7, 7, 2048)
TCGA-78-7160,(2180, 7, 7, 2048)
TCGA-44-6776,(11990, 7, 7, 2048)
TCGA-78-7153,(812, 7, 7, 2048)
TCGA-62-A46R,(11990, 7, 7, 2048)
TCGA-75-6206,(646, 7, 7, 2048)
TCGA-86-8671,(2180, 7, 7, 2048)
TCGA-55-6972,(1090, 7, 7, 2048)
TCGA-64-1681,(841, 7, 7, 2048)
TCGA-95-7043,(1090, 7, 7, 2048)
TCGA-97-A4M7,(4360, 7, 7, 2048)
TCGA-49-4494,(20710, 7, 7, 2048)
TCGA-64-5775,(6540, 7, 7, 2048)
TCGA-50-5946,(7630, 7, 7, 2048)
TCGA-55-7913,(2180, 7, 7, 2048)
TCGA-44-6779,(3270, 7, 7, 2048)
TCGA-97-8172,(359, 7, 7, 2048)
TCGA-44-7661,(1090, 7, 7, 2048)
TCGA-50-5055,(19620, 7, 7, 2048)
TCGA-38-4628,(579, 7, 7, 2048)
TCGA-86-7713,(15260, 7, 7, 2048)
TCGA-44-2662,(3270, 7, 7, 2048)
TCGA-67-6216,(4360, 7, 7, 2048)
TCGA-55-7283,(515, 7, 7, 2048)
TCGA-73-4659,(14170, 7, 7, 2048)
TCGA-86-8073,(8720, 7, 7, 2048)
TCGA-49-AARE,(879, 7, 7, 2048)
TCGA-05-4403,(555, 7, 7, 2048)
TCGA-MN-A4N4,(20710, 7, 7, 2048)
TCGA-55-8091,(3270, 7, 7, 2048)
TCGA-05-4415,(720, 7, 7, 2048)
TCGA-75-5147,(250, 7, 7, 2048)
TCGA-78-7154,(1090, 7, 7, 2048)
TCGA-05-4410,(269, 7, 7, 2048)
TCGA-05-4418,(810, 7, 7, 2048)
TCGA-55-1595,(7630, 7, 7, 2048)
TCGA-95-A4VK,(17440, 7, 7, 2048)
TCGA-99-AA5R,(1090, 7, 7, 2048)
TCGA-53-7626,(9810, 7, 7, 2048)
TCGA-50-8457,(2180, 7, 7, 2048)
TCGA-91-6840,(658, 7, 7, 2048)
TCGA-55-8507,(445, 7, 7, 2048)
TCGA-55-6969,(1090, 7, 7, 2048)
TCGA-38-4627,(381, 7, 7, 2048)
TCGA-49-4488,(16350, 7, 7, 2048)
TCGA-62-A46O,(20710, 7, 7, 2048)
TCGA-86-8280,(10900, 7, 7, 2048)
TCGA-05-4434,(4360, 7, 7, 2048)
TCGA-44-A47G,(3270, 7, 7, 2048)
TCGA-78-7536,(806, 7, 7, 2048)
TCGA-91-6831,(2180, 7, 7, 2048)
TCGA-55-7728,(2180, 7, 7, 2048)
TCGA-67-6215,(2180, 7, 7, 2048)
TCGA-69-7973,(9810, 7, 7, 2048)
TCGA-86-6562,(10900, 7, 7, 2048)
TCGA-55-7815,(4360, 7, 7, 2048)
TCGA-97-A4M0,(3270, 7, 7, 2048)
TCGA-44-5645,(980, 7, 7, 2048)
TCGA-75-7030,(2180, 7, 7, 2048)
TCGA-62-A46S,(16350, 7, 7, 2048)
TCGA-86-A4JF,(19620, 7, 7, 2048)
TCGA-05-5715,(246, 7, 7, 2048)
TCGA-95-7947,(391, 7, 7, 2048)
TCGA-50-6593,(15260, 7, 7, 2048)
TCGA-44-2666,(549, 7, 7, 2048)
TCGA-50-5051,(1090, 7, 7, 2048)
TCGA-J2-A4AG,(17440, 7, 7, 2048)
TCGA-55-8087,(3270, 7, 7, 2048)
TCGA-97-A4LX,(3270, 7, 7, 2048)
TCGA-MP-A4T2,(3270, 7, 7, 2048)
TCGA-55-A493,(2180, 7, 7, 2048)
TCGA-62-A472,(14170, 7, 7, 2048)
TCGA-80-5611,(424, 7, 7, 2048)
TCGA-55-6985,(1090, 7, 7, 2048)
TCGA-J2-A4AE,(11990, 7, 7, 2048)
TCGA-62-A470,(2180, 7, 7, 2048)
TCGA-78-7542,(786, 7, 7, 2048)
TCGA-55-6543,(7630, 7, 7, 2048)
TCGA-97-7938,(15260, 7, 7, 2048)
TCGA-05-4432,(625, 7, 7, 2048)
TCGA-93-7348,(1090, 7, 7, 2048)
TCGA-78-7147,(3270, 7, 7, 2048)
TCGA-78-7148,(21800, 7, 7, 2048)
TCGA-35-3615,(1090, 7, 7, 2048)
TCGA-91-A4BC,(1090, 7, 7, 2048)
TCGA-44-7671,(1090, 7, 7, 2048)
TCGA-50-5932,(6540, 7, 7, 2048)
TCGA-38-6178,(13080, 7, 7, 2048)
TCGA-67-3770,(3270, 7, 7, 2048)
TCGA-93-7347,(4360, 7, 7, 2048)
TCGA-50-5936,(2180, 7, 7, 2048)
TCGA-55-6984,(368, 7, 7, 2048)
TCGA-69-8254,(473, 7, 7, 2048)
TCGA-55-6712,(1090, 7, 7, 2048)
TCGA-38-4630,(269, 7, 7, 2048)
TCGA-4B-A93V,(2180, 7, 7, 2048)
TCGA-86-8668,(16350, 7, 7, 2048)
TCGA-MP-A4TI,(2180, 7, 7, 2048)
TCGA-44-2661,(9810, 7, 7, 2048)
TCGA-50-5941,(2180, 7, 7, 2048)
TCGA-44-2657,(2180, 7, 7, 2048)
TCGA-97-8175,(19620, 7, 7, 2048)
TCGA-69-7978,(157, 7, 7, 2048)
TCGA-05-4405,(556, 7, 7, 2048)
TCGA-55-8505,(488, 7, 7, 2048)
TCGA-44-A47F,(1090, 7, 7, 2048)
TCGA-49-4510,(20710, 7, 7, 2048)
TCGA-64-1678,(510, 7, 7, 2048)
TCGA-MP-A4TK,(17440, 7, 7, 2048)
TCGA-62-A46V,(15260, 7, 7, 2048)
TCGA-49-AAR2,(23980, 7, 7, 2048)
TCGA-44-A4SS,(1090, 7, 7, 2048)
TCGA-05-4250,(3270, 7, 7, 2048)
TCGA-50-5044,(23980, 7, 7, 2048)
TCGA-64-1676,(1090, 7, 7, 2048)
TCGA-44-2665,(3270, 7, 7, 2048)
TCGA-78-7155,(1090, 7, 7, 2048)
TCGA-97-7937,(17440, 7, 7, 2048)
TCGA-64-5774,(980, 7, 7, 2048)
TCGA-78-7220,(532, 7, 7, 2048)
TCGA-78-7167,(1090, 7, 7, 2048)
TCGA-55-8616,(530, 7, 7, 2048)
TCGA-55-7570,(3270, 7, 7, 2048)
TCGA-78-7146,(1090, 7, 7, 2048)
TCGA-44-3398,(846, 7, 7, 2048)
